receipt_id,receipt_date,receipt_time,store_id,product_id,quantity,unit_price,total_price,payment_type,cashier_id,custom_id
290,2019-04-14,02:22:28,1,86,4,11.1,44.4,Credit Card,10,8051
291,2019-04-16,11:01:14,1,94,1,12.04,12.04,Cash,5,0
292,2019-04-09,15:32:58,2,32,2,5.97,11.94,Mobile Payment,1,0
292,2019-04-17,02:26:25,5,86,4,5.79,23.16,Mobile Payment,3,0
293,2019-04-17,09:06:10,5,78,1,6.6,6.6,Cash,7,0
294,2019-04-09,16:02:55,2,7,2,13.18,26.36,Mobile Payment,10,0
295,2019-04-02,17:23:48,3,82,4,11.01,44.04,Credit Card,7,0
295,2019-04-16,08:45:59,3,74,2,5.13,10.26,Mobile Payment,2,0
295,2019-04-03,15:38:36,3,56,3,3.94,11.82,Cash,5,0
296,2019-04-13,01:05:35,5,39,3,8.68,26.04,Credit Card,10,8415
297,2019-04-14,22:23:35,2,33,2,14.72,29.44,Mobile Payment,8,0
297,2019-04-28,01:11:45,1,68,3,8.39,25.17,Mobile Payment,5,0
298,2019-04-17,14:08:47,4,87,1,4.26,4.26,Cash,7,8318
298,2019-04-25,16:50:14,4,52,4,14.87,59.48,Cash,8,8318
299,2019-04-05,06:52:30,5,95,1,8.87,8.87,Mobile Payment,3,8463
300,2019-04-18,20:31:14,3,47,2,13.86,27.72,Credit Card,8,8395
300,2019-04-12,23:37:15,3,96,4,5.23,20.92,Cash,2,8395
300,2019-04-27,12:20:43,1,82,3,2.92,8.76,Mobile Payment,9,8395
301,2019-04-19,00:12:09,3,18,2,6.29,12.58,Cash,5,0
302,2019-04-04,09:28:31,3,76,5,5.37,26.85,Mobile Payment,6,8303
303,2019-04-06,19:57:45,3,20,1,11.17,11.17,Cash,8,8011
303,2019-04-05,05:25:29,1,44,1,9.59,9.59,Cash,3,8011
304,2019-04-02,18:06:49,2,7,4,8.28,33.12,Mobile Payment,6,8125
305,2019-04-19,21:13:07,4,88,1,13.91,13.91,Mobile Payment,1,8393
305,2019-04-10,01:10:47,2,14,2,3.78,7.56,Credit Card,8,8393
306,2019-04-26,03:50:11,2,99,2,9.89,19.78,Cash,5,0
306,2019-04-11,21:38:53,1,64,2,12.41,24.82,Mobile Payment,8,0
306,2019-04-22,15:52:33,3,91,5,7.84,39.2,Credit Card,10,0
307,2019-04-06,09:09:20,3,47,5,2.47,12.35,Cash,10,8071
307,2019-04-02,13:21:38,4,30,1,12.69,12.69,Mobile Payment,6,8071
308,2019-04-19,21:38:25,3,61,2,14.87,29.74,Mobile Payment,10,0
309,2019-04-19,05:10:32,1,11,2,7.38,14.76,Cash,5,0
310,2019-04-06,13:08:18,1,72,2,3.21,6.42,Cash,6,0
310,2019-04-12,21:39:12,1,38,5,2.9,14.5,Mobile Payment,8,0
311,2019-04-10,08:16:30,1,72,2,7.9,15.8,Mobile Payment,9,8319
312,2019-04-07,01:04:55,3,65,1,8.67,8.67,Cash,7,0
313,2019-04-30,14:45:34,2,29,4,9.95,39.8,Credit Card,9,8471
314,2019-04-14,06:40:36,5,4,4,4.22,16.88,Mobile Payment,2,8419
315,2019-04-16,04:09:05,3,49,2,9.07,18.14,Mobile Payment,10,0
316,2019-04-14,10:27:23,5,56,4,4.83,19.32,Credit Card,8,8388
317,2019-04-20,09:53:46,3,99,4,12.26,49.04,Mobile Payment,1,8362
318,2019-04-28,04:43:47,2,83,5,13.56,67.8,Cash,2,8414
319,2019-04-21,18:27:33,1,99,3,9.47,28.41,Cash,3,0
320,2019-04-22,16:45:17,4,35,5,12.43,62.15,Cash,10,8002
320,2019-04-24,10:45:51,4,48,3,10.47,31.41,Credit Card,6,8002
321,2019-04-09,14:05:48,5,78,2,2.95,5.9,Credit Card,4,0
321,2019-04-03,19:00:40,1,14,1,7.9,7.9,Mobile Payment,2,0
322,2019-04-23,02:07:49,5,30,3,14.75,44.25,Mobile Payment,9,8472
322,2019-04-29,00:52:09,1,32,5,3.11,15.55,Credit Card,4,8472
322,2019-04-06,09:08:00,3,38,5,9.59,47.95,Credit Card,3,8472
323,2019-04-05,17:38:10,4,49,5,14.33,71.65,Cash,10,8355
324,2019-04-14,23:02:02,1,52,3,4.14,12.42,Cash,3,0
325,2019-04-25,02:01:52,2,31,1,3.86,3.86,Mobile Payment,8,0
326,2019-04-06,14:42:11,2,56,5,10.08,50.4,Mobile Payment,10,0
327,2019-04-13,04:52:43,2,47,3,9.44,28.32,Mobile Payment,9,0
327,2019-04-03,05:37:25,3,93,2,10.38,20.76,Credit Card,10,0
328,2019-04-20,01:16:17,3,21,3,2.32,6.96,Credit Card,9,0
329,2019-04-25,14:33:29,1,37,4,14.46,57.84,Credit Card,6,8027
330,2019-04-11,06:22:17,2,72,2,13.39,26.78,Mobile Payment,10,0
331,2019-04-23,05:56:07,4,82,2,6.42,12.84,Cash,10,8329
332,2019-04-10,17:41:15,1,61,4,5.22,20.88,Mobile Payment,1,8306
332,2019-04-07,06:55:59,4,63,2,5.67,11.34,Credit Card,8,8306
333,2019-04-09,03:00:00,2,11,3,14.54,43.62,Credit Card,9,0
333,2019-04-15,03:47:38,4,50,4,12.64,50.56,Mobile Payment,7,0
334,2019-04-26,09:36:25,5,38,5,11.28,56.4,Mobile Payment,4,8379
335,2019-04-26,16:03:13,3,47,5,8.41,42.05,Cash,5,8264
336,2019-04-13,00:46:13,5,60,4,7.64,30.56,Cash,5,8305
336,2019-04-14,11:03:18,3,18,5,3.42,17.1,Mobile Payment,5,8305
337,2019-04-08,13:39:48,2,43,1,10.36,10.36,Cash,7,0
338,2019-04-10,06:00:30,3,80,1,7.74,7.74,Cash,3,8345
338,2019-04-27,07:50:37,1,82,3,8.03,24.09,Credit Card,9,8345
339,2019-04-26,21:56:09,5,46,5,11.65,58.25,Mobile Payment,2,8121
340,2019-04-22,07:13:21,1,54,2,8.76,17.52,Mobile Payment,6,8404
341,2019-04-03,11:32:09,4,29,5,4.98,24.9,Mobile Payment,10,8206
341,2019-04-09,12:59:58,1,83,5,5.08,25.4,Cash,9,8206
342,2019-04-10,03:38:17,1,92,1,4.35,4.35,Cash,3,0
343,2019-04-13,05:03:08,2,26,4,14.21,56.84,Cash,2,8492
343,2019-04-04,13:21:05,3,70,2,7.98,15.96,Cash,8,8492
344,2019-04-21,03:05:01,5,47,4,13.92,55.68,Cash,3,0
345,2019-04-08,08:39:30,2,68,2,10.51,21.02,Mobile Payment,7,0
346,2019-04-16,13:17:05,3,59,1,12.23,12.23,Cash,10,0
347,2019-04-06,22:47:58,1,31,1,7.61,7.61,Credit Card,4,8334
347,2019-04-28,10:45:14,5,8,4,10.53,42.12,Mobile Payment,7,8334
348,2019-04-23,01:07:23,3,60,1,4.36,4.36,Credit Card,3,0
349,2019-04-05,11:56:38,5,75,3,12.17,36.51,Cash,3,8005
350,2019-04-26,02:29:07,3,91,3,3.87,11.61,Cash,7,8359
351,2019-04-13,20:25:55,2,10,4,9.88,39.52,Credit Card,2,8098
351,2019-04-23,02:59:50,4,45,2,13.97,27.94,Cash,5,8098
352,2019-04-30,19:30:32,3,58,1,14.56,14.56,Mobile Payment,1,8216
353,2019-04-30,03:50:41,5,70,5,5.43,27.15,Cash,2,0
353,2019-04-28,00:48:54,4,78,2,2.95,5.9,Cash,8,0
354,2019-04-22,14:30:35,4,40,4,7.42,29.68,Credit Card,4,8008
355,2019-04-29,17:51:21,4,93,5,8.89,44.45,Cash,4,8443
356,2019-04-20,06:38:46,2,77,2,2.76,5.52,Mobile Payment,4,8368
356,2019-04-10,15:36:38,3,60,4,8.66,34.64,Cash,1,8368
357,2019-04-08,11:26:45,2,100,1,11.27,11.27,Cash,8,0
358,2019-04-25,06:17:48,4,27,3,5.81,17.43,Mobile Payment,10,0
359,2019-04-17,21:05:24,5,15,3,13.69,41.07,Credit Card,7,0
360,2019-04-09,01:33:17,5,92,4,9.45,37.8,Cash,8,8100
361,2019-04-30,20:22:27,4,53,4,14.72,58.88,Mobile Payment,9,8265
362,2019-04-27,22:41:15,2,1,3,8.79,26.37,Mobile Payment,7,8223
363,2019-04-16,22:44:01,3,1,2,9.58,19.16,Credit Card,5,0
364,2019-04-04,07:17:29,3,40,3,5.44,16.32,Mobile Payment,9,8261
364,2019-04-01,14:25:07,1,68,2,10.37,20.74,Mobile Payment,5,8261
365,2019-04-11,01:01:12,2,47,2,5.88,11.76,Cash,10,0
365,2019-04-09,22:44:54,5,55,4,8.31,33.24,Mobile Payment,9,0
366,2019-04-08,02:53:43,5,68,2,4.07,8.14,Cash,8,8205
366,2019-04-21,12:32:17,5,55,3,6.17,18.51,Credit Card,3,8205
367,2019-04-01,17:12:15,3,63,1,7.17,7.17,Mobile Payment,6,8147
368,2019-04-21,13:26:12,1,69,1,8.28,8.28,Mobile Payment,6,8247
369,2019-04-09,01:44:53,5,95,2,13.99,27.98,Mobile Payment,3,8272
369,2019-04-02,00:51:54,1,43,2,12.01,24.02,Credit Card,3,8272
370,2019-04-02,17:26:16,1,90,1,14.43,14.43,Cash,3,0
371,2019-04-10,11:31:45,5,40,4,12.02,48.08,Cash,8,8470
372,2019-04-09,07:08:11,3,80,4,4.45,17.8,Cash,8,8178
373,2019-04-22,04:21:51,2,34,4,9.35,37.4,Mobile Payment,4,8372
374,2019-04-15,14:34:40,5,80,3,3.12,9.36,Cash,7,8184
375,2019-04-24,19:49:53,3,80,2,8.81,17.62,Mobile Payment,7,8194
376,2019-04-20,16:24:56,2,50,1,8.55,8.55,Mobile Payment,4,0
377,2019-04-22,05:22:21,2,88,3,5.87,17.61,Cash,8,8318
378,2019-04-26,07:07:00,2,63,3,2.38,7.14,Credit Card,1,8296
379,2019-04-04,06:36:07,2,53,3,13.37,40.11,Credit Card,3,0
380,2019-04-21,04:53:44,1,78,1,2.54,2.54,Credit Card,10,0
381,2019-04-26,01:03:22,4,25,2,5.57,11.14,Cash,3,8122
382,2019-04-13,01:06:32,4,62,3,12.35,37.05,Credit Card,6,0
383,2019-04-03,03:11:23,2,77,1,9.98,9.98,Mobile Payment,5,8482
384,2019-04-18,11:59:13,5,44,5,3.9,19.5,Cash,8,8338
385,2019-04-30,08:18:20,4,33,2,9.49,18.98,Credit Card,1,0
385,2019-04-16,07:06:39,1,41,1,4.76,4.76,Cash,3,0
386,2019-04-27,08:30:31,4,4,2,6.21,12.42,Cash,9,8210
386,2019-04-29,21:53:08,1,76,5,9.43,47.15,Cash,7,8210
387,2019-04-06,07:31:23,4,48,2,8.2,16.4,Cash,5,8191
387,2019-04-28,19:21:59,5,72,5,9.25,46.25,Mobile Payment,6,8191
388,2019-04-07,11:21:06,4,3,1,10.34,10.34,Credit Card,3,8377
388,2019-04-11,15:15:09,1,15,5,8.82,44.1,Mobile Payment,4,8377
389,2019-04-20,19:46:05,4,35,2,9.14,18.28,Credit Card,2,8294
389,2019-04-16,23:49:02,2,90,1,12.01,12.01,Mobile Payment,8,8294
390,2019-04-14,09:28:21,1,85,1,8.04,8.04,Mobile Payment,2,8429
390,2019-04-17,23:39:59,2,30,5,12.16,60.8,Credit Card,2,8429
391,2019-04-11,23:08:48,3,88,3,8.47,25.41,Mobile Payment,5,0
392,2019-04-25,14:26:10,2,56,5,6.86,34.3,Mobile Payment,5,8232
393,2019-04-28,02:04:19,4,95,2,14.98,29.96,Cash,1,0
394,2019-04-07,09:59:30,2,88,3,12.88,38.64,Credit Card,6,8137
394,2019-04-01,10:13:07,3,75,4,13.49,53.96,Credit Card,1,8137
394,2019-04-11,17:22:49,3,43,5,4.0,20.0,Cash,5,8137
395,2019-04-26,21:32:08,4,59,4,12.59,50.36,Cash,4,8265
396,2019-04-06,05:53:26,2,78,4,6.61,26.44,Credit Card,10,8494
396,2019-04-14,11:35:53,5,39,1,9.37,9.37,Mobile Payment,6,8494
397,2019-04-29,06:38:00,2,19,3,6.48,19.44,Credit Card,1,0
398,2019-04-24,19:59:05,5,74,5,4.06,20.3,Mobile Payment,3,0
399,2019-04-02,07:20:10,1,54,3,6.73,20.19,Mobile Payment,4,8131
399,2019-04-16,16:17:16,2,4,3,4.06,12.18,Credit Card,8,8131
400,2019-04-18,12:12:25,5,3,4,7.72,30.88,Mobile Payment,5,0
401,2019-04-02,14:19:36,1,99,3,6.9,20.7,Credit Card,4,8387
402,2019-04-17,15:14:53,1,28,3,11.15,33.45,Cash,9,0
403,2019-04-06,14:30:46,1,63,4,2.16,8.64,Mobile Payment,3,8351
403,2019-04-18,11:17:07,2,46,2,5.16,10.32,Credit Card,7,8351
404,2019-04-22,15:35:46,1,37,4,9.24,36.96,Mobile Payment,7,0
405,2019-04-26,18:22:01,2,72,5,6.58,32.9,Mobile Payment,2,0
406,2019-04-13,13:13:35,5,84,5,14.18,70.9,Credit Card,1,8381
406,2019-04-23,10:11:32,5,77,2,5.55,11.1,Cash,4,8381
407,2019-04-21,12:18:24,3,71,3,6.92,20.76,Mobile Payment,3,0
408,2019-04-04,08:58:33,5,45,1,6.49,6.49,Cash,8,0
409,2019-04-24,13:18:21,5,45,1,2.7,2.7,Cash,10,8009
410,2019-04-21,20:34:36,3,16,5,5.8,29.0,Cash,4,8446
410,2019-04-08,22:21:25,5,81,2,14.61,29.22,Mobile Payment,10,8446
411,2019-04-21,23:57:26,3,31,4,12.31,49.24,Credit Card,8,8036
411,2019-04-26,01:32:12,4,55,3,4.35,13.05,Mobile Payment,7,8036
411,2019-04-08,01:59:09,3,43,3,13.6,40.8,Credit Card,9,8036
412,2019-04-02,07:57:17,5,10,2,3.33,6.66,Mobile Payment,2,8292
413,2019-04-06,09:16:01,1,35,4,3.48,13.92,Mobile Payment,9,8180
413,2019-04-30,20:47:50,4,2,5,13.93,69.65,Mobile Payment,7,8180
414,2019-04-25,17:53:15,1,35,4,2.68,10.72,Mobile Payment,6,0
414,2019-04-28,12:04:25,1,51,1,7.43,7.43,Mobile Payment,4,0
415,2019-04-22,18:04:36,2,30,1,3.98,3.98,Cash,2,8497
416,2019-04-27,03:06:13,2,3,5,11.83,59.15,Mobile Payment,7,8057
416,2019-04-19,23:34:11,3,4,2,8.94,17.88,Mobile Payment,1,8057
417,2019-04-29,01:14:22,4,67,4,9.55,38.2,Credit Card,8,8305
418,2019-04-14,13:09:27,2,79,2,6.72,13.44,Mobile Payment,7,0
419,2019-04-20,18:04:08,1,57,5,7.92,39.6,Mobile Payment,4,8444
420,2019-04-05,16:25:28,5,19,4,6.66,26.64,Cash,6,8022
420,2019-04-13,01:06:25,4,6,5,3.18,15.9,Cash,9,8022
421,2019-04-25,04:41:24,1,38,5,9.1,45.5,Credit Card,6,0
422,2019-04-04,21:59:13,2,95,1,14.4,14.4,Cash,1,0
422,2019-04-08,13:00:19,3,83,4,2.3,9.2,Mobile Payment,10,0
422,2019-04-13,23:37:17,4,12,2,11.67,23.34,Cash,6,0
423,2019-04-06,09:15:20,1,58,3,4.99,14.97,Cash,4,0
424,2019-04-10,22:00:49,5,37,5,11.97,59.85,Credit Card,5,0
425,2019-04-08,06:06:34,2,46,5,12.32,61.6,Credit Card,1,0
426,2019-04-10,22:33:22,2,77,3,5.58,16.74,Mobile Payment,10,8173
427,2019-04-23,23:01:50,4,87,5,9.05,45.25,Mobile Payment,9,8421
428,2019-04-20,04:07:59,4,14,1,13.47,13.47,Cash,9,8473
429,2019-04-06,00:28:50,1,91,4,9.81,39.24,Mobile Payment,9,0
430,2019-04-05,09:59:13,4,36,1,6.37,6.37,Mobile Payment,5,0
431,2019-04-16,00:15:12,4,46,2,3.63,7.26,Cash,1,0
431,2019-04-23,02:22:12,2,88,2,8.54,17.08,Mobile Payment,6,0
432,2019-04-03,18:28:35,5,22,2,4.88,9.76,Mobile Payment,5,8009
432,2019-04-01,00:15:06,4,14,2,4.05,8.1,Cash,6,8009
433,2019-04-28,05:26:44,2,65,3,6.24,18.72,Credit Card,7,8213
434,2019-04-14,21:25:59,2,80,2,13.28,26.56,Mobile Payment,4,8227
434,2019-04-16,22:18:13,1,81,4,11.34,45.36,Cash,7,8227
435,2019-04-14,07:34:45,1,85,3,12.44,37.32,Mobile Payment,1,8046
436,2019-04-08,10:41:29,1,88,1,7.58,7.58,Cash,3,8019
437,2019-04-23,20:28:42,1,59,5,5.85,29.25,Mobile Payment,5,0
438,2019-04-11,17:29:29,1,63,2,10.39,20.78,Cash,8,8221
439,2019-04-17,12:02:41,2,25,1,5.83,5.83,Credit Card,10,8300
440,2019-04-11,15:51:11,2,31,2,6.08,12.16,Credit Card,9,0
441,2019-04-17,04:46:19,1,98,2,7.91,15.82,Mobile Payment,1,8138
442,2019-04-16,01:43:58,4,36,4,3.77,15.08,Mobile Payment,4,0
443,2019-04-10,08:58:18,1,60,2,3.39,6.78,Credit Card,9,8235
444,2019-04-04,15:17:41,3,73,3,6.05,18.15,Cash,1,0
445,2019-04-22,01:42:28,1,23,2,5.62,11.24,Cash,3,8184
445,2019-04-29,04:40:18,5,5,2,12.98,25.96,Credit Card,6,8184
446,2019-04-25,00:17:39,2,99,5,13.97,69.85,Cash,7,8183
447,2019-04-14,07:13:55,1,52,2,2.58,5.16,Mobile Payment,8,8297
448,2019-04-10,13:14:15,4,87,2,10.69,21.38,Credit Card,10,0
449,2019-04-04,23:48:08,2,44,4,7.6,30.4,Cash,3,8422
450,2019-04-05,18:19:32,3,95,4,12.38,49.52,Credit Card,3,8462
451,2019-04-06,11:12:16,2,29,1,4.74,4.74,Credit Card,6,0
452,2019-04-04,04:38:59,5,57,2,2.48,4.96,Credit Card,10,8009
452,2019-04-03,01:15:03,4,9,1,8.53,8.53,Cash,1,8009
453,2019-04-05,07:18:26,2,76,1,6.94,6.94,Cash,3,0
454,2019-04-09,12:22:54,2,68,5,4.27,21.35,Cash,1,0
455,2019-04-15,19:28:24,5,39,3,3.02,9.06,Credit Card,3,8101
455,2019-04-08,00:10:11,2,89,3,4.68,14.04,Cash,5,8101
456,2019-04-08,02:58:51,2,49,2,11.49,22.98,Cash,7,8345
457,2019-04-13,20:46:56,5,82,5,9.99,49.95,Cash,8,8018
458,2019-04-28,01:15:46,1,63,1,9.52,9.52,Credit Card,4,0
459,2019-04-30,05:47:03,4,68,4,14.41,57.64,Credit Card,9,0
460,2019-04-01,02:16:13,5,43,5,9.75,48.75,Credit Card,5,8453
461,2019-04-05,17:31:49,4,66,2,4.81,9.62,Mobile Payment,1,8165
461,2019-04-01,20:55:51,2,39,3,9.86,29.58,Credit Card,7,8165
462,2019-04-01,18:21:34,1,4,2,3.46,6.92,Credit Card,1,8380
463,2019-04-28,22:13:32,1,37,2,11.08,22.16,Credit Card,7,8184
463,2019-04-30,16:27:07,4,9,5,3.94,19.7,Mobile Payment,1,8184
464,2019-04-14,06:23:02,2,83,5,5.31,26.55,Mobile Payment,1,8262
465,2019-04-14,00:24:12,3,65,5,10.57,52.85,Cash,5,8172
466,2019-04-25,08:20:08,2,58,3,6.12,18.36,Cash,10,0
466,2019-04-14,13:05:13,1,84,3,4.06,12.18,Cash,9,0
466,2019-04-13,10:54:23,4,13,3,10.32,30.96,Mobile Payment,6,0
467,2019-04-02,06:40:49,4,83,1,2.68,2.68,Credit Card,5,8011
468,2019-04-19,03:47:40,4,39,1,7.26,7.26,Mobile Payment,8,0
469,2019-04-07,11:19:32,1,30,1,6.03,6.03,Mobile Payment,6,0
470,2019-04-24,13:21:17,2,11,1,9.41,9.41,Credit Card,6,0
471,2019-04-30,02:30:20,5,91,1,5.69,5.69,Mobile Payment,10,8137
472,2019-04-03,05:02:32,2,22,4,5.89,23.56,Cash,7,8453
473,2019-04-25,16:13:20,1,68,4,12.93,51.72,Mobile Payment,6,0
474,2019-04-10,09:20:32,4,50,4,8.37,33.48,Mobile Payment,6,8069
475,2019-04-23,18:51:49,5,72,2,8.11,16.22,Cash,6,8228
475,2019-04-25,09:32:06,5,71,5,5.97,29.85,Mobile Payment,5,8228
476,2019-04-17,17:20:23,2,54,3,6.24,18.72,Cash,10,0
477,2019-04-28,01:26:54,2,8,4,13.36,53.44,Credit Card,9,0
478,2019-04-24,10:28:11,4,97,2,7.61,15.22,Cash,6,0
479,2019-04-10,16:07:15,2,99,4,13.14,52.56,Credit Card,6,8402
479,2019-04-21,09:34:33,2,94,4,14.91,59.64,Mobile Payment,5,8402
480,2019-04-20,09:22:58,1,29,5,4.46,22.3,Credit Card,9,8475
481,2019-04-17,10:42:23,4,76,1,2.24,2.24,Cash,7,8228
482,2019-04-05,05:41:36,3,68,1,3.94,3.94,Credit Card,7,0
483,2019-04-01,20:10:56,5,14,5,3.26,16.3,Mobile Payment,5,8447
483,2019-04-07,22:20:53,5,48,5,11.96,59.8,Mobile Payment,10,8447
484,2019-04-24,16:55:15,1,100,3,10.57,31.71,Cash,10,0
485,2019-04-17,10:23:42,1,26,2,14.07,28.14,Credit Card,8,0
486,2019-04-10,03:38:06,2,70,2,6.69,13.38,Credit Card,2,8013
487,2019-04-08,06:30:05,1,60,4,6.12,24.48,Mobile Payment,10,8111
1,2019-04-10,10:46:41,3,56,1,12.11,12.11,Mobile Payment,10,381
1,2019-04-26,15:21:56,2,45,4,8.42,33.68,Cash,5,381
2,2019-04-15,21:31:38,3,82,4,9.8,39.2,Mobile Payment,3,7
3,2019-04-09,15:38:48,3,9,4,6.51,26.04,Credit Card,3,766
4,2019-04-13,17:38:13,4,28,3,10.42,31.26,Cash,5,0
4,2019-04-22,00:15:51,1,10,4,10.01,40.04,Credit Card,4,0
5,2019-04-10,06:47:53,3,20,3,8.0,24.0,Credit Card,3,437
5,2019-04-23,09:52:03,3,58,1,5.7,5.7,Mobile Payment,10,437
6,2019-04-18,04:45:46,2,87,4,2.85,11.4,Mobile Payment,3,718
7,2019-04-07,21:24:16,1,66,5,9.27,46.35,Mobile Payment,1,254
8,2019-04-29,17:38:23,1,44,5,4.45,22.25,Cash,1,0
9,2019-04-29,08:21:08,3,57,1,7.91,7.91,Credit Card,7,106
10,2019-04-12,12:48:37,1,87,2,10.81,21.62,Cash,6,128
11,2019-04-22,07:04:54,4,51,2,10.91,21.82,Mobile Payment,4,362
12,2019-04-20,20:13:13,1,47,3,6.01,18.03,Mobile Payment,8,24
12,2019-04-30,05:49:56,5,57,1,6.94,6.94,Credit Card,9,24
13,2019-04-26,03:14:16,3,24,3,8.29,24.87,Cash,9,0
14,2019-04-28,17:01:36,5,94,2,10.44,20.88,Credit Card,10,0
14,2019-04-18,23:49:48,3,58,2,5.67,11.34,Mobile Payment,10,0
14,2019-04-23,16:01:28,3,6,5,5.37,26.85,Cash,9,0
15,2019-04-10,09:33:32,3,64,1,8.36,8.36,Credit Card,7,0
16,2019-04-18,05:59:20,2,1,2,2.44,4.88,Credit Card,3,0
16,2019-04-26,18:08:56,1,6,5,4.44,22.2,Mobile Payment,2,0
17,2019-04-05,00:41:13,3,68,3,12.94,38.82,Mobile Payment,9,80
17,2019-04-02,14:33:54,3,90,1,13.05,13.05,Credit Card,10,80
18,2019-04-23,02:34:03,2,20,2,3.83,7.66,Credit Card,2,676
19,2019-04-11,02:13:24,1,5,1,14.55,14.55,Mobile Payment,6,754
19,2019-04-15,13:10:23,1,34,3,7.15,21.45,Mobile Payment,8,754
20,2019-04-08,19:34:48,5,63,4,4.11,16.44,Credit Card,7,335
21,2019-04-11,01:25:38,3,81,1,4.29,4.29,Credit Card,6,0
22,2019-04-22,08:41:04,1,61,2,3.03,6.06,Mobile Payment,2,0
23,2019-04-12,18:33:48,5,63,1,3.07,3.07,Cash,3,731
24,2019-04-04,10:45:28,5,88,3,10.07,30.21,Mobile Payment,7,520
25,2019-04-19,19:38:22,5,81,1,3.75,3.75,Mobile Payment,4,728
26,2019-04-04,17:59:05,5,23,5,6.86,34.3,Credit Card,5,557
27,2019-04-10,15:10:51,1,45,4,4.42,17.68,Mobile Payment,5,592
28,2019-04-21,15:03:25,3,45,1,9.51,9.51,Cash,5,676
28,2019-04-23,11:52:18,3,32,4,6.74,26.96,Cash,8,676
29,2019-04-29,03:39:21,2,44,2,5.28,10.56,Mobile Payment,8,0
30,2019-04-18,17:37:23,5,100,3,4.85,14.55,Mobile Payment,9,0
31,2019-04-24,16:24:10,1,29,1,8.12,8.12,Cash,9,0
32,2019-04-13,19:32:33,3,56,2,14.89,29.78,Credit Card,3,0
33,2019-04-01,14:44:13,2,67,3,3.77,11.31,Mobile Payment,3,584
34,2019-04-09,09:38:30,5,76,5,8.95,44.75,Mobile Payment,9,0
34,2019-04-16,22:20:05,3,22,2,9.75,19.5,Credit Card,9,0
35,2019-04-19,20:19:32,2,55,4,4.74,18.96,Cash,6,0
36,2019-04-24,18:35:58,3,1,1,8.78,8.78,Credit Card,3,0
37,2019-04-20,15:14:21,5,93,4,7.02,28.08,Mobile Payment,6,0
38,2019-04-23,22:24:19,5,81,3,5.26,15.78,Credit Card,9,0
38,2019-04-29,20:47:21,4,54,4,9.91,39.64,Mobile Payment,1,0
39,2019-04-03,17:41:15,4,29,4,4.07,16.28,Cash,5,0
39,2019-04-07,03:13:16,4,79,2,13.28,26.56,Credit Card,7,0
40,2019-04-21,01:28:24,2,14,5,13.26,66.3,Credit Card,3,415
41,2019-04-25,04:55:01,3,67,1,9.79,9.79,Credit Card,7,0
41,2019-04-28,04:27:05,4,62,2,8.11,16.22,Mobile Payment,5,0
42,2019-04-13,21:53:44,2,16,3,8.57,25.71,Credit Card,10,406
42,2019-04-07,08:22:53,2,61,2,3.24,6.48,Cash,4,406
43,2019-04-01,22:20:52,3,42,2,14.05,28.1,Credit Card,2,112
43,2019-04-14,00:54:58,1,95,5,7.85,39.25,Mobile Payment,8,112
44,2019-04-17,00:43:24,2,28,1,7.22,7.22,Mobile Payment,6,180
45,2019-04-01,05:41:00,1,57,4,8.82,35.28,Mobile Payment,2,0
46,2019-04-28,08:33:59,1,65,2,2.25,4.5,Mobile Payment,5,352
47,2019-04-03,15:44:17,1,65,1,13.3,13.3,Cash,10,0
47,2019-04-26,11:17:59,3,61,4,11.05,44.2,Cash,8,0
48,2019-04-04,14:01:13,3,57,3,2.69,8.07,Credit Card,2,100
48,2019-04-11,22:50:54,3,47,3,6.88,20.64,Credit Card,1,100
49,2019-04-24,12:50:31,2,16,5,8.72,43.6,Credit Card,10,0
50,2019-04-03,10:07:05,1,24,3,7.0,21.0,Mobile Payment,5,0
51,2019-04-12,12:58:29,4,7,4,10.2,40.8,Mobile Payment,4,0
52,2019-04-24,22:14:31,1,14,5,10.23,51.15,Mobile Payment,9,65
53,2019-04-07,23:29:56,3,47,5,5.58,27.9,Mobile Payment,3,0
54,2019-04-06,03:54:06,1,83,1,13.04,13.04,Cash,10,391
55,2019-04-09,09:34:12,4,52,1,4.31,4.31,Cash,3,0
55,2019-04-15,20:48:11,3,90,2,4.58,9.16,Credit Card,4,0
56,2019-04-29,16:35:48,3,47,2,6.23,12.46,Credit Card,8,0
57,2019-04-01,17:24:06,5,13,5,8.05,40.25,Cash,5,156
58,2019-04-10,17:59:57,2,45,5,12.39,61.95,Credit Card,5,764
58,2019-04-06,12:51:18,2,74,2,11.08,22.16,Credit Card,1,764
59,2019-04-14,07:58:04,1,35,2,4.34,8.68,Mobile Payment,5,424
60,2019-04-04,14:16:43,3,72,5,14.38,71.9,Cash,5,701
61,2019-04-15,08:13:44,1,47,3,3.74,11.22,Credit Card,10,0
62,2019-04-09,04:08:26,3,37,3,5.33,15.99,Mobile Payment,3,599
62,2019-04-14,07:07:16,5,41,2,9.78,19.56,Cash,2,599
63,2019-04-22,16:45:27,5,5,1,6.41,6.41,Mobile Payment,10,780
64,2019-04-01,11:12:49,2,86,5,13.5,67.5,Credit Card,2,215
64,2019-04-02,13:06:42,1,63,3,11.58,34.74,Mobile Payment,9,215
65,2019-04-01,12:08:03,3,89,5,7.62,38.1,Credit Card,10,463
66,2019-04-14,03:43:34,1,8,4,14.23,56.92,Cash,5,0
